Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
193909,126,13.98,17.33,43.23,13.19,12.88,18.14,31.92,54,10.59,17.03,17.89,10.71,16.95,20.05,31.59,32.74,46.65,67.81
193910,-27.09,0.04,-0.77,-4.29,0.04,0.09,-0.33,-3.12,-5.27,0.63,-0.79,0.04,0.12,0.22,-1.19,-3.09,-3.17,-4.25,-6.96
193911,-14.06,-2.72,-3.82,-10.22,-2.39,-2.46,-4.14,-7.61,-13.06,-1.77,-3.27,-4.29,-1.62,-4.53,-3.53,-7.82,-7.07,-10.44,-17.5
193912,-31.05,3.6,2.43,0.85,3.7,2.57,3.59,0.78,1.4,3.87,3.46,3.14,2.32,3.72,3.39,0.99,0.28,1.89,0.5
194001,-3.74,-2.2,-2.34,-5.31,-2.13,-1.81,-2.1,-4.51,-6.12,-2.23,-2,-2.51,-1.49,-2.54,-1.4,-4.54,-4.46,-4.61,-8.9
194002,-14.77,1.3,1.32,2.66,0.97,1.84,1.1,2.12,1.82,0.77,1.26,2.94,1.35,0.83,1.52,1.56,3.53,1.94,1.6
194003,23.74,2.42,1.51,2.2,2.65,1.03,1.96,2.31,1.88,2.48,2.91,1.29,0.91,1.95,1.96,2.21,2.54,2.49,0.7
194004,-16.2,-0.03,0.26,0.84,0.06,-0.25,0.89,0.65,0.07,0.37,-0.37,-0.47,-0.15,0.58,1.38,0.24,1.63,0.94,-1.62
194005,-17.95,-22.19,-21.01,-26.25,-21.94,-20.36,-23.3,-22.52,-28.98,-19.83,-24.98,-23.43,-18.97,-22.77,-24.11,-22.11,-23.49,-25.75,-35.42
194006,4.35,4.94,8.35,8.51,4.79,7.2,10.2,5.57,14.77,3.47,6.84,5.65,7.86,10.84,9.19,6.76,2.66,14.99,14.27
194007,-7.5,3.4,3.14,3.3,3.92,2.29,3.44,3.54,2.87,3.45,5.11,2.14,2.54,3.27,4.05,3.44,3.72,3.27,2.17
194008,-0.88,2.19,1.86,3.25,2.88,1.16,1.43,2.58,2.92,2.96,2.69,0.48,2.26,0.44,4.87,2.05,3.56,2.22,4.13
194009,8.7,3.18,1.4,1.67,3.51,2.57,0.59,0.65,2.77,3.56,3.38,2.35,2.91,0.56,0.7,0.67,0.62,2.62,3.03
194010,1.05,0.94,6.32,7.82,0.45,3.01,6.04,8.59,9.15,-0.16,1.98,2.2,4.3,5.76,6.99,9.72,6.52,11.08,5.86
194011,7.11,-1.88,-1.22,-0.57,-2.54,-0.78,-0.81,0.3,-4.43,-2.52,-2.59,-0.21,-1.69,-0.91,-0.46,-1.3,3.28,-4.42,-4.43
194012,-14.69,0.57,0.87,-0.18,0.24,1.26,0.2,0.83,0.55,0.55,-0.51,1.39,1.03,0.56,-1,1.78,-0.85,1.81,-1.66
194101,6.65,-5.03,-3.78,-1.34,-5.77,-3.89,-2.92,-3.15,-0.28,-6.3,-4.48,-3.22,-4.97,-2.84,-3.19,-3.59,-2.33,-1.82,2.53
194102,-4.62,-1.61,-1.51,-0.76,-1.54,-1.7,-1.24,-1.57,-0.51,-1.8,-0.9,-1.79,-1.56,-0.95,-2.18,-1.89,-1,-0.02,-1.37
194103,-2.89,0.54,1.21,3.44,0.51,0.72,1.71,1.49,4.17,0.45,0.65,0.63,0.87,2.15,0.2,0.8,2.73,3,6.22
194104,-13.95,-6.51,-4.61,-2.5,-6.46,-6.35,-3.97,-3.57,-2.18,-6.29,-6.87,-6.63,-5.89,-3.5,-5.6,-3.99,-2.81,-2.64,-1.4
194105,2.94,0.96,2.52,2.25,1.2,1.27,2.53,2.82,0.75,1.49,0.48,0.39,2.68,2.93,1.13,2.29,3.74,0.5,1.16
194106,0.17,6.15,5.65,3.78,6.45,5.32,6.29,4.54,4.25,6.64,5.97,5.43,5.13,6.45,5.7,5.24,3.33,4.12,4.48
194107,19.21,3.84,8.29,11.33,4.56,3.73,8.37,9.69,17.96,4.3,5.21,2.24,6.58,8.58,8.2,11.29,8.61,15.51,20.05
194108,-0.22,0.65,-0.93,-1.98,0.79,0.1,-1.52,-1.16,-2.07,0.94,0.42,0.34,-0.35,-0.48,-2.42,-0.04,-1.95,-0.99,-2.95
194109,-7.8,-0.06,-2.17,-1.71,0.15,-1.01,-2.58,-1.41,-2.23,-0.05,0.65,-0.53,-1.91,-2.15,-2.96,-1.32,-1.48,0.43,-4.45
194110,10.59,-6.09,-3.46,-3.18,-6.62,-4.83,-2.84,-2.65,-5.13,-6.95,-5.79,-4.88,-4.74,-4.21,-1.63,-3.14,-2.31,-3.26,-6.76
194111,12.8,-2.25,-0.76,-1.88,-1.8,-2.61,0.03,-1.63,-3.44,-1.61,-2.27,-3.27,-1.37,-1.57,1.4,-2.24,-1.21,-1.58,-5.12
194112,-19.21,-4.69,-3.85,-9.84,-3.52,-4.99,-4.67,-8.83,-9.36,-3.1,-4.58,-7.35,-0.55,-6.42,-3.2,-7.08,-10.05,-10.21,-8.55
194201,13.91,-1.66,1.02,11.2,-2.73,0.66,0.87,7.1,13.77,-3.95,0.45,0.89,0.26,3.96,-1.6,2.96,10.1,8.39,18.68
194202,-1.07,-2.26,-2.7,-2.25,-2.5,-1.99,-3.18,-2.27,-1.13,-2.88,-1.54,-1.71,-2.48,-2.71,-3.57,-1.57,-2.75,-4.81,1.94
194203,-14.04,-5.81,-7.33,-6.05,-5.47,-6.82,-7.87,-5.82,-6.37,-5.91,-4.4,-6.57,-7.27,-8.51,-7.31,-5.71,-5.9,-5.33,-7.17
194204,-12.23,-4.62,-4.46,-2.99,-3.69,-6.35,-3.76,-3.73,-2.53,-3.01,-5.33,-6.75,-5.63,-2.87,-4.52,-4.52,-3.19,-2.55,-2.52
194205,0.27,7.32,4.77,0.8,7.73,5.87,4.99,2.37,-0.91,7.59,8.07,6.35,5.05,4.23,5.64,3.57,1.56,1.04,-2.46
194206,0.84,3.02,2.54,2.72,4.37,1.11,1.92,2.76,2.64,4.43,4.22,-0.23,3.5,2.64,1.31,2.77,2.76,2.76,2.53
194207,2.52,2.7,4.32,7.13,2.18,4.29,3.46,5.49,7.58,1.89,2.68,3.85,4.96,3.56,3.37,4.56,6.81,3.43,11.81
194208,7.96,1.74,1.76,3.85,1.4,1.97,1.45,3.41,4.14,0.99,2.13,2.48,1.21,0.78,2.14,3.24,3.65,5.9,2.46
194209,6.03,2.6,2.84,3.99,2.92,2.71,1.92,2.56,5.67,3.38,2.12,1.93,3.9,2.66,1.16,2.4,2.77,2.41,8.83
194210,22.41,5.36,7.84,12.44,5.3,5.57,9.15,10.3,14.15,5.3,5.29,5.5,5.67,8.16,10.2,9.67,11.17,13.51,14.74
194211,-2.11,1.04,0.14,-4.33,0.95,1.65,-0.08,-3.39,-5.05,1.38,0.18,1.26,2.23,0.48,-0.66,-3.11,-3.78,-2.05,-7.78
194212,-7.86,4.86,5.8,5.41,5.87,3.9,5.75,6.14,4.05,5.3,6.88,2.64,5.76,5.83,5.66,5.94,6.42,3.23,4.85
194301,17.46,5.46,8.28,12.06,5.61,5.91,9.04,9.26,15.93,5.87,5.16,5.12,7.05,10.07,7.97,9.29,9.22,16.29,15.58
194302,63.04,4.88,7.15,12.32,3.79,6.32,8.2,9.99,14.6,2.96,5.26,7.37,4.84,8.26,8.15,9.58,10.56,13.09,16.07
194303,-15.05,4.21,7.43,11.83,4.21,5.07,8.25,9.08,13.49,3.44,5.55,4.21,6.3,9.29,7.13,8.05,10.49,11.72,15.16
194304,0.87,-0.1,1.3,3.62,-0.58,1.03,1.19,1.07,7.81,-0.56,-0.62,0.95,1.13,1.24,1.14,1.76,0.15,4.38,10.96
194305,6.76,5.08,5.92,8.4,5.24,4.8,7.09,6.56,9.29,5.04,5.59,4.72,4.92,7.47,6.67,5.78,7.61,7.87,10.51
194306,-5.5,2.13,1.89,0.11,2,2.97,0.44,1,-0.69,0.89,3.89,2.42,3.74,0.17,0.73,1.12,0.83,3.48,-4.19
194307,1.37,-4.77,-3.93,-5.98,-5.44,-3.62,-3.01,-5.46,-7.88,-5.47,-5.34,-3.47,-4.01,-1.87,-4.91,-6.33,-4.83,-5.52,-10.26
194308,-4.8,1.48,1.2,0.3,1.49,1.4,1.29,0.57,0.26,1.24,2.25,1.47,1.23,1.24,1.38,0.92,0.32,0.75,-0.26
194309,4.27,2.21,2.76,3.02,2.37,1.96,2.73,3,4.32,2.3,2.58,1.91,2.07,2.73,2.71,4.03,2.26,3.46,5.24
194310,-11.74,-1.43,-0.91,0.45,-1.77,-1.1,-0.95,0.9,-0.41,-1.92,-1.29,-0.79,-1.9,-0.12,-2.37,0.82,0.96,-0.53,-0.27
194311,-25.91,-4.8,-6.7,-9.51,-5.04,-4.54,-6.83,-7.91,-13.48,-4.47,-6.76,-4.35,-5.04,-6.51,-7.39,-8.93,-7.16,-11.48,-15.56
194312,16.27,5.7,7.23,8.02,5.52,6.13,7.17,7.29,11.28,4.96,7.26,6.04,6.37,6.22,8.86,8.78,6.21,10.42,12.24
194401,-4.28,0.89,1.87,4.94,0.86,1.1,2.39,2.5,7.27,0.43,2.15,0.95,1.5,1.77,3.46,1.04,3.59,5.35,9.36
194402,-4.39,0.08,0.8,2.13,0.24,0.05,0.64,0.77,4.97,0.27,0.16,-0.24,0.8,1.42,-0.69,1.24,0.43,3.81,6.19
194403,6.96,2.2,2.66,4.1,2.55,1.88,2.2,3.51,5.41,2.75,1.94,1.55,2.74,1.47,3.46,3.82,3.28,4.99,5.83
194404,-8.34,-1.41,-1.96,-1.99,-1.39,-1.55,-2.09,-1.55,-2.98,-1.3,-1.66,-1.44,-1.82,-1.95,-2.33,-1.82,-1.35,-1.33,-4.66
194405,-0.27,4.63,5.21,5.72,4.48,4.83,5.13,5.19,7.86,4.55,4.28,4.91,4.64,4.84,5.62,6.31,4.37,8.11,7.6
194406,44.78,5.02,5.57,7.89,5.66,4.4,4.62,7.45,8.74,5.4,6.43,3.8,5.92,4.99,4,7.61,7.34,9.25,8.2
194407,0,-1.61,-1.43,-0.94,-1.75,-1.47,-1.16,-1.48,-0.68,-2.13,-0.77,-1.29,-1.69,-1.39,-0.78,-1.44,-1.54,-1.51,1.29
194408,-20,1.44,1.53,1.25,1.71,0.7,2.42,1.99,0.76,1.64,1.87,0.79,0.59,2.42,2.42,1.7,2.39,1.55,-1.07
194409,-50,0.36,-0.25,-0.21,0.46,-0.36,-0.11,0.33,0.04,0.44,0.51,0.13,-0.97,0.28,-0.75,1.14,-0.79,0.28,-0.52
194410,-99.99,-0.06,0.82,-0.14,-0.33,0.78,0.82,-0.35,0.36,-0.17,-0.74,0.59,1.01,0.96,0.61,0.33,-1.31,0.6,-0.23
194411,-99.99,1.16,2.32,3.23,1.1,1.74,2.16,3.13,3,1.13,1.05,1.28,2.32,1.84,2.68,2.66,3.79,2.17,5.02
194412,-99.99,2.58,4.71,9.85,2.39,3.53,5.3,5.53,11.19,2.12,3.08,3.05,4.12,5.52,4.96,4.72,6.69,8.04,18.62
194501,-99.99,0.88,3.23,3.51,1.31,1.17,3.27,5.05,2.38,1.08,1.88,-0.14,2.78,2.67,4.26,4.16,6.28,4.16,-1.43
194502,-99.99,5.19,6.39,10.05,5.43,5.38,6.14,8.36,10.08,5.48,5.32,4.6,6.3,6.56,5.48,7.16,10,8.95,12.64
194503,-99.99,-3.23,-4.56,-4.94,-3.87,-3.02,-4.15,-5.67,-4.49,-3.8,-4.04,-1.68,-4.61,-3.91,-4.53,-5.41,-6.01,-4.48,-4.53
194504,-99.99,6.78,8.12,10.73,7.57,6.54,7.87,7.9,11.87,7.44,7.89,4.91,8.5,8.04,7.59,7.82,8,10.22,15.48
194505,-99.99,2.03,1.14,1.81,1.69,1.91,1.55,0.58,2.51,0.82,3.89,2.87,0.8,1.67,1.37,0.99,0.04,2.01,3.55
194506,-99.99,-1.1,0.9,3.97,-1.72,0.29,0.92,2.09,4.95,-1.83,-1.44,0.39,0.16,0.69,1.3,2.56,1.47,2.39,10.23
194507,-99.99,-1.49,-1.98,-4.4,-1.45,-0.77,-3.08,-2.78,-4.95,-1.1,-2.31,-1.67,-0.2,-3.74,-2.03,-2.13,-3.3,-3.33,-7.16
194508,-99.99,8.56,4.59,3.22,8.64,5.77,5.1,4,2.57,7.95,10.35,8.18,4.26,5.38,4.67,3.35,4.52,4.18,0.26
194509,-99.99,4.63,4.58,5.72,5.04,3.48,4.32,5.7,6.49,5.17,4.74,2.86,3.88,4.07,4.72,7.55,4.22,5.35,8.18
194510,-99.99,2.52,5.05,5.8,2.5,3.23,5.72,6.79,5,2.47,2.57,2.59,3.64,6.22,4.95,6.06,7.39,4.93,5.1
194511,-99.99,3.15,6.3,9.05,2.98,5.17,5.77,7.69,10.4,2.18,4.89,3.93,5.96,5.61,6.03,9.25,6.43,8.02,13.84
194512,-99.99,1.87,1.32,-0.11,1.89,1.23,1.64,0.94,-0.51,1.91,1.84,1.81,0.86,2.3,0.59,1.23,0.69,0.01,-1.23
194601,-99.99,6.26,4.91,8.95,6.11,5.4,5.14,6.84,9.29,5.77,6.93,6.91,4.45,5.26,4.94,5.14,8.27,9.04,9.64
194602,-99.99,-5.9,-4.87,-7.65,-5.8,-4.81,-5.24,-6.9,-7.66,-5.29,-7.01,-6.3,-3.84,-5.13,-5.41,-5.98,-7.65,-6.79,-8.86
194603,-99.99,5.23,7.09,5,5.08,5.34,8.22,7.28,4.14,4.82,5.7,5.87,5.01,8.43,7.86,7.94,6.73,4.82,3.18
194604,-99.99,3.79,5.55,2.97,3.73,4.28,5.89,5.38,2.4,3.59,4.09,4.03,4.44,6.29,5.24,6.91,4.09,3.24,1.19
194605,-99.99,3.35,3.53,6.53,3,4.4,2.81,5.82,6.57,3.09,2.78,4.9,4.08,3.23,2.11,5.06,6.47,3.61,10.86
194606,-99.99,-4.43,-2.88,-4.22,-4.47,-3.38,-2.02,-5.76,-3.66,-4.13,-5.27,-4.26,-2.81,-1.78,-2.42,-6.31,-5.29,-3.58,-3.77
194607,-19.51,-2.85,-2.5,-2.71,-2.51,-3.83,-2.34,-1.84,-3.33,-2.26,-2.77,-4.06,-3.61,-4.04,-1.36,-2.05,-1.45,-0.84,-6.75
194608,-9.52,-6.44,-6.38,-6.35,-6.21,-6.8,-6.8,-5.33,-7.33,-6.06,-6.36,-7.28,-6.35,-6.62,-6.91,-5.83,-4.41,-6.53,-8.51
194609,-21.53,-10.01,-8.87,-12.27,-10.23,-9.66,-8.41,-8.89,-13.91,-9.67,-10.81,-9.2,-10.09,-10.47,-7.25,-8.76,-9.12,-10.51,-18.98
194610,-0.61,-2.54,-1.71,0.51,-2.52,-2.33,-3.04,0.01,1.04,-3.75,-1.24,-2.61,-2.07,-1.45,-3.9,0.27,-0.45,-0.04,2.81
194611,-3.68,-0.3,0.65,-0.01,-0.09,0,0.41,0.51,-0.06,1.02,-1.22,-1.08,1.04,-2.61,2.1,0.74,0.09,0.02,-0.19
194612,-2.55,5.3,5.17,3.98,5.52,6.04,4.69,4.44,3.75,5.11,5.94,4.49,7.49,5.83,4.08,4.46,4.41,3.99,3.36
194701,5.23,2.3,-0.26,2.11,1.96,0.43,1.53,0.03,1.92,-0.15,4.13,3.57,-2.43,2.04,1.26,-1.29,2.47,1.96,1.85
194702,4.35,0,-1.27,-1.48,0.28,-0.62,-1.45,-1.49,-1.62,-0.74,1.28,-1.03,-0.23,-1.06,-1.66,-1.65,-1.21,-1.31,-2.14
194703,-4.76,-1.87,-1.21,-1.63,-1.69,-2.17,-2.32,0.14,-2.14,-1.95,-1.43,-2.58,-1.79,-2.41,-2.27,0.6,-0.69,-0.61,-4.63
194704,-19.38,-5.35,-4.01,-5.07,-5.21,-5.88,-3.8,-3.89,-5.02,-5.83,-4.6,-5.88,-5.88,-6.27,-2.44,-3.19,-5.14,-3.89,-6.95
194705,-6.98,-1.32,-0.13,-2.24,-1.34,-1.18,-1.64,0.82,-2.41,-1.28,-1.4,-1.25,-1.11,-1.52,-1.7,2.33,-1.94,-1.84,-3.39
194706,6.67,6.35,4.61,4.61,6.14,6.87,1.98,5.92,4.78,7.07,5.25,7.16,6.59,7.66,-1.02,6.77,4.3,4.54,5.2
194707,33.33,3.58,3.69,7.29,3.56,3.97,3.49,4.43,7.72,3.12,4.16,3.67,4.22,3.56,3.44,3.74,5.73,6.72,9.37
194708,0,-1.86,-1.46,-2.05,-1.68,-1.65,-1.62,-1.21,-2.53,-1.83,-1.47,-2.69,-0.81,-0.37,-2.65,-1.71,-0.27,-1.85,-3.63
194709,-2.78,-0.63,-0.58,0.21,-0.54,-0.69,-0.86,0.36,0.17,-0.41,-0.72,-1.05,-0.39,-0.04,-1.55,0.35,0.38,-0.06,0.54
194710,-5.71,2.28,3.02,2.99,2.07,3.9,2.73,2.83,2.71,1.33,3.08,3.25,4.42,1.51,3.77,2.19,3.99,4.28,0.18
194711,-6.06,-2.17,-1.62,-1.89,-1.92,-2.05,-1.54,-2.44,-1.95,-1.39,-2.62,-3.36,-1.02,-1.98,-1.17,-2.87,-1.67,-1.72,-2.34
194712,22.58,1.95,3.31,6.05,1.89,3.43,3.16,3.29,6.37,1.97,1.77,2.23,4.35,1.95,4.17,2.39,4.9,4.52,9.49
194801,5.26,-4.43,-3.93,-2.9,-4.66,-4.07,-4.08,-2.57,-2.86,-4.68,-4.62,-3.4,-4.57,-1.88,-5.85,-2.29,-3.05,-4,-1.01
194802,-5,-4.7,-3.88,-4.86,-4.73,-5.13,-3.15,-4.99,-4.58,-4.9,-4.49,-4.59,-5.54,-2.45,-3.74,-4.5,-5.86,-4.28,-5.06
194803,5.26,7.76,7.76,11.18,7.44,9.79,6.77,9.42,11.16,7.43,7.45,9.23,10.22,5.2,8.11,8.4,11.24,11.26,11.01
194804,13.75,2.24,4.26,6.75,2.32,3,4.78,3.6,7.14,2.12,2.61,1.84,3.88,3.59,5.77,2.6,5.33,7.41,6.71
194805,7.69,8.54,6.62,7.78,8.37,9.12,5.91,6.74,7.76,7.8,9.13,9.31,8.98,5,6.65,6.08,7.87,7.77,7.74
194806,24.49,-0.71,0.19,1.53,-0.61,-0.75,0.66,-0.75,2.1,-0.47,-0.8,-1.13,-0.46,0.53,0.77,-0.83,-0.62,2.5,1.46
194807,-7.45,-5.01,-5.3,-4.49,-5.2,-5.9,-4.04,-5.06,-4.83,-5.03,-5.42,-4.24,-7.1,-3.4,-5.37,-6.55,-3.8,-5.68,-3.58
194808,4.35,0.8,-0.23,0.47,0.91,-0.24,0.1,-0.38,0.76,0.2,1.8,0.35,-0.68,0.08,0.15,-0.7,-0.12,0.39,1.31
194809,1.88,-2.74,-2.58,-3.93,-2.61,-3.53,-1.57,-4.22,-3.89,-2.13,-3.21,-3.24,-3.75,-1.38,-1.97,-4.47,-4.03,-3.78,-4.05
194810,0.97,6.34,5.75,6.16,6.19,7.61,4.57,5.86,6.2,5.73,6.77,6.95,8.11,4.1,5.53,5.58,6.09,6.85,5.28
194811,-23.09,-8.39,-8.8,-13.33,-8.39,-9.46,-7.33,-12.03,-14.05,-7.42,-9.58,-8.42,-10.25,-6.2,-9.65,-12.24,-11.86,-12.95,-15.64
194812,-3.28,4.8,2.56,2.03,5.07,3.29,2.49,2,1.98,5.73,4.23,3.72,2.97,2.68,2.07,1.83,2.14,2.54,1.14
194901,11.14,0.59,-0.87,1.52,0.82,-1.23,-0.71,0.98,1.87,0.41,1.34,-0.34,-1.91,-1.75,1.55,1.15,0.84,1.99,1.69
194902,1.93,-2.58,-2.82,-4.22,-2.55,-3.57,-2.05,-2.61,-5.18,-2.31,-2.85,-2.73,-4.22,-2.02,-2.13,-3.01,-2.29,-4.67,-5.97
194903,13.8,4.3,3.56,5.42,4.38,3.89,2.99,5.67,5.38,5.13,3.41,3.97,3.82,2.45,4.11,5.89,5.49,4.73,6.38
194904,-7.8,-2.06,-0.83,-2.71,-2,-0.87,-1.31,-1.87,-2.86,-1.97,-2.05,-2.3,0.26,-1.38,-1.18,-1.2,-2.41,-2.42,-3.54
194905,-1.83,-1.93,-3.13,-5.29,-1.96,-3.04,-2.25,-4.89,-5.67,-1.76,-2.24,-1.78,-4,-2.3,-2.16,-5.31,-4.55,-5.83,-5.43
194906,10.56,1.02,0.14,-2.29,1.03,-0.17,0.56,-0.31,-2.73,0.49,1.76,0.97,-1.05,1.3,-0.95,1.1,-1.45,-2.38,-3.25
194907,20,5.27,5.89,6.56,5.75,4.98,5.81,5.92,6.52,5.18,6.54,4.08,6.3,4.63,7.06,5.11,6.6,7.11,6.05
194908,8.33,2.73,2.85,2.67,2.83,2.63,3.37,2.13,2.57,3.18,2.36,2.48,2.86,2.8,3.95,1.34,2.78,2.7,2.45
194909,3.85,2.71,3.67,4.32,3.02,2.53,3.81,3.92,4.64,3.65,2.17,1.91,3.43,3.61,4.03,3.85,3.98,2.86,6.09
194910,14.81,3.31,3.09,3.43,3.61,3.02,2.92,3.15,2.85,3.36,3.95,2.54,3.69,2.7,3.14,2.07,4.04,3.8,2.11
194911,-16.13,2.88,0.25,1.17,3.09,1.24,0.53,0.67,1.76,3.47,2.56,2.33,-0.28,0.95,0.1,0.81,0.56,2.45,1.21
194912,7.69,5.36,4.03,7.33,5.86,3.74,4.25,5.62,8.68,6.11,5.51,4.06,3.28,4.74,3.75,5.29,5.89,4.32,12.23
195001,14.29,1,2.19,3.88,0.98,1.25,2.67,1.91,6.13,1.42,0.36,1.06,1.52,2.86,2.47,2.51,1.41,5.61,6.53
195002,9.37,1.58,1.52,0.97,1.92,1,1.47,1.26,1.06,1.73,2.2,0.66,1.49,1.41,1.53,1.74,0.86,1.89,0.45
195003,-8.57,1.93,0.75,0.22,1.99,1.48,0.88,0.63,-0.81,2.11,1.81,1.79,1.03,0.26,1.53,-0.31,1.41,-2.48,0.44
195004,-4.69,4.38,3.22,5.76,5.2,2.45,3.89,4.18,5.79,5.18,5.22,2.21,2.81,3.26,4.54,2.29,5.73,6.91,4.97
195005,14.75,4.56,4.83,3.9,4.78,4.65,4.5,4.9,2.21,4.44,5.27,3.96,5.64,2.85,6.17,3.76,5.8,3.24,1.44
195006,8.57,-5.49,-6.47,-5.75,-5.73,-5.49,-6.39,-4.83,-8.07,-6.39,-4.79,-4.84,-6.41,-5.79,-6.98,-6.88,-3.23,-8.02,-8.11
195007,-13.16,-3.37,4.3,12.78,-3.64,-0.57,6.02,10.52,13.96,-4.41,-2.51,-2.2,0.4,6.41,5.38,10.71,10.26,11.65,17.64
195008,-1.52,6.06,4.24,3.04,6.48,3.89,4.88,3.25,3.28,6.76,6.08,4.2,3.7,4.98,4.72,3.8,2.52,4.71,1.11
195009,-10.77,5.77,3.93,4.52,5.4,4.64,4.71,4.38,4.43,4.38,6.9,7.43,3.01,3.95,5.95,4.11,4.74,3,6.66
195010,8.62,-0.18,-0.46,1.53,0.03,-0.4,-0.93,-0.61,2.65,-0.82,1.23,-1.1,0.03,-0.31,-1.93,-0.35,-0.96,4.58,-0.26
195011,-6.35,2.35,3.26,4.46,2.66,1.95,3.64,4.22,4.48,4.21,0.5,0.96,2.54,4.1,2.9,4.08,4.41,3.26,6.42
195012,55.93,3.39,6.58,11.1,3.29,4.87,6.59,9.49,11.8,3.98,2.26,3.85,5.48,6.26,7.15,9.48,9.51,8.87,16.26
195101,-6.52,5.2,5.49,8.97,4.94,4.63,6.97,6.29,9.99,4.83,5.1,6.38,3.61,6.84,7.2,6.05,6.61,9.27,11.03
195102,2.33,2.23,1.83,-1.21,2.4,1.65,2.28,0.2,-1.51,2.07,2.89,1.48,1.74,2.92,1.24,0.73,-0.51,-1.5,-1.52
195103,-9.09,-0.73,-2.77,-4.91,-0.65,-1.38,-3.28,-4.34,-5.17,-1.15,0.09,-1.09,-1.55,-3.47,-2.95,-4.38,-4.28,-4.73,-5.8
195104,-10,4.37,5.55,6.66,4.56,3.19,7.48,5.9,7.25,5.5,3.2,3.49,3.02,9.27,4.51,6.36,5.28,8.57,5.37
195105,-2.78,-2.33,-1.85,-3.48,-2.24,-1.76,-2.14,-2.27,-4.2,-1.47,-3.4,-2.72,-1.18,-2.16,-2.1,-2.65,-1.74,-4.02,-4.48
195106,-8.57,-2.23,-1.33,-6.6,-2.14,-2.23,0.21,-4.46,-7.45,-1.68,-2.83,-2.67,-1.97,2.6,-3.94,-4.35,-4.61,-6.16,-9.33
195107,-6.25,6.68,6.9,8.96,7.06,5.34,6.83,8.66,9.56,7.1,6.98,5.23,5.52,5.21,9.07,9.07,8.33,8.67,10.38
195108,0,4.26,4.39,4.92,3.72,5.52,4.53,4.97,4.08,3.2,4.69,6.35,4.22,4.64,4.38,3.91,5.84,6.06,2.27
195109,11.67,0.63,0.57,1.7,0.56,1.18,0.04,1.1,2.81,0.26,1.09,0.89,1.63,0.78,-0.95,1.84,0.51,1.77,3.78
195110,-7.46,-3.76,-0.58,-2.28,-4.07,-2.44,-0.04,-0.86,-3.74,-4.59,-3.13,-2.57,-2.22,-1.02,1.3,-1.1,-0.67,-2.06,-5.29
195111,3.23,0.77,0.67,0.64,0.71,1.52,0.24,0.3,1.2,0.58,0.95,0.98,2.38,0.05,0.5,0.62,0.05,0.31,2.05
195112,-12.5,4.17,3.44,1.44,4.68,2.56,3.82,1.93,1.2,5.4,3.41,2.3,2.97,2.87,5.09,2.22,1.69,1.44,0.98
195201,-7.14,0.45,2.48,3.36,0.02,1.87,2.64,3.63,2.57,-1.08,1.98,2.09,1.52,1.21,4.49,2.94,4.2,1.97,3.14
195202,11.54,-2.17,-2.73,-3.21,-2.18,-2.05,-3.17,-2.84,-2.65,-1.76,-2.9,-2.15,-1.9,-2.7,-3.76,-1.65,-3.81,-3.83,-1.55
195203,-17.24,4.3,4.67,6.05,4.57,3.8,4.44,5.77,6.41,4.47,4.73,3.3,4.58,3.91,5.12,5.89,5.66,3.35,9.16
195204,-8.33,-4.65,-4.92,-5.28,-4.79,-4.1,-4.68,-6.53,-4.61,-5.01,-4.41,-4.14,-4.04,-3.99,-5.55,-7.16,-6,-6.56,-2.94
195205,-9.09,3.76,2.78,3.33,4,2.62,2.85,3.2,3.35,4.45,3.21,2.84,2.29,2.19,3.7,3.08,3.3,1.95,4.5
195206,15,3.85,4.09,4.48,3.92,3.78,4.26,3.39,5.36,3.85,4.04,3.59,4.08,4.2,4.34,3.23,3.52,4.22,6.27
195207,35.2,1.22,0.76,1.34,1.28,1.09,0.46,1.35,1.07,0.94,2.05,1.05,1.13,0.78,-0.12,0.95,1.78,1.76,0.44
195208,3.72,-0.77,-0.37,-0.77,-0.68,-0.98,0.29,-0.97,-1.02,-0.66,-0.7,-1.02,-0.92,0.44,0.02,-1.55,-0.37,-1.15,-0.9
195209,-3.59,-1.66,-1.98,-2.34,-1.58,-1.94,-1.43,-3.38,-2.17,-1.37,-2.04,-1.88,-2.02,-0.71,-2.77,-4.13,-2.6,-2.26,-2.1
195210,-3.31,-0.75,-0.09,-0.69,-0.85,0,-0.61,-0.52,-0.36,-0.85,-0.85,-0.49,0.65,-0.1,-1.58,0.16,-1.22,-0.88,0.11
195211,-11.96,6.25,5.37,7.37,6.99,5.14,4.68,6.58,7.4,8.09,4.49,4.31,6.25,4.96,4.16,5.84,7.33,6.4,8.3
195212,-4.86,3.12,2.93,3.37,3.09,3.12,2.52,3.34,4.06,3.27,2.66,3.22,3.01,1.88,3.77,4.38,2.28,3.37,4.67
195301,-0.51,-0.82,0.08,1.95,-0.77,-0.81,0.81,0.67,1.79,-1.04,-0.15,-0.93,-0.67,1.12,0.22,-0.82,2.21,2.02,1.59
